Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Ginger,2005,Kharif     ,HIMACHAL PRADESH,2179.0,16213,1248.1,261305.68,457.59,7.377777778
Gram,2005,Rabi       ,HIMACHAL PRADESH,1338.0,715,1248.1,160452.96,280.98,0.425555556
Groundnut,2005,Kharif     ,HIMACHAL PRADESH,63.0,34,1248.1,7554.96,13.23,0.6475
Horse-gram,2005,Kharif     ,HIMACHAL PRADESH,2370.0,871,1248.1,284210.4,497.7,0.381
Linseed,2005,Rabi       ,HIMACHAL PRADESH,1008.0,111,1248.1,120879.36,211.68,0.0725
Maize,2005,Kharif     ,HIMACHAL PRADESH,295351.0,543061,1248.1,35418491.92,62023.71,1.913333333
Masoor,2005,Rabi       ,HIMACHAL PRADESH,738.0,141,1248.1,88500.96,154.98,0.258888889
Moong(Green Gram),2005,Kharif     ,HIMACHAL PRADESH,381.0,159,1248.1,45689.52,80.01,0.401111111
Moth,2005,Kharif     ,HIMACHAL PRADESH,6.0,1,1248.1,719.52,1.26,0.1
Onion,2005,Rabi       ,HIMACHAL PRADESH,829.0,4045,1248.1,99413.68,174.09,4.994
Other Kharif pulses,2005,Kharif     ,HIMACHAL PRADESH,6357.0,3074,1248.1,762331.44,1334.97,0.793333333
Peas & beans (Pulses),2005,Rabi       ,HIMACHAL PRADESH,5050.0,10475,1248.1,605596.0,1060.5,1.34875
Potato,2005,Whole Year ,HIMACHAL PRADESH,14012.0,95900,1248.1,1680319.04,2942.52,6.635833333
Ragi,2005,Kharif     ,HIMACHAL PRADESH,3323.0,3409,1248.1,398494.16,697.83,0.76375
Rapeseed &Mustard,2005,Rabi       ,HIMACHAL PRADESH,9630.0,2800,1248.1,1154829.6,2022.3,0.338181818
Rice,2005,Kharif     ,HIMACHAL PRADESH,79366.0,112139,1248.1,9517570.72,16666.86,1.396363636
Sannhamp,2005,Kharif     ,HIMACHAL PRADESH,37.0,18,1248.1,4437.04,7.77,0.6125
Sesamum,2005,Kharif     ,HIMACHAL PRADESH,3808.0,1523,1248.1,456655.36,799.68,0.294
Small millets,2005,Kharif     ,HIMACHAL PRADESH,8501.0,5671,1248.1,1019439.92,1785.21,0.552857143
Soyabean,2005,Kharif     ,HIMACHAL PRADESH,580.0,820,1248.1,69553.6,121.8,1.45
Sugarcane,2005,Whole Year ,HIMACHAL PRADESH,2589.0,25094,1248.1,310472.88,543.69,6.542857143
Turmeric,2005,Kharif     ,HIMACHAL PRADESH,147.0,89,1248.1,17628.24,30.87,0.587142857
Urad,2005,Kharif     ,HIMACHAL PRADESH,11267.0,4192,1248.1,1351138.64,2366.07,0.428181818
Wheat,2005,Rabi       ,HIMACHAL PRADESH,358453.0,365885,1248.1,42985683.76,75275.13,1.075833333
Arhar/Tur,2005,Kharif     ,PUNJAB,7800.0,6900,566.7,935376.0,1638.0,0.946153846
Bajra,2005,Kharif     ,PUNJAB,5000.0,5000,566.7,599600.0,1050.0,1.0
Barley,2005,Rabi       ,PUNJAB,19000.0,63000,566.7,2278480.0,3990.0,3.23125
Cotton(lint),2005,Kharif     ,PUNJAB,557000.0,2395000,566.7,66795440.0,116970.0,3.967
Gram,2005,Rabi       ,PUNJAB,3900.0,3400,566.7,467688.0,819.0,0.788181818
Groundnut,2005,Kharif     ,PUNJAB,3400.0,3000,566.7,407728.0,714.0,0.978571429
Guar seed,2005,Whole Year ,PUNJAB,23900.0,17800,566.7,2866088.0,5019.0,0.786666667
Maize,2005,Kharif     ,PUNJAB,148000.0,403000,566.7,17748160.0,31080.0,2.827
Masoor,2005,Rabi       ,PUNJAB,1900.0,900,566.7,227848.0,399.0,0.55
Moong(Green Gram),2005,Kharif     ,PUNJAB,12300.0,9900,566.7,1475016.0,2583.0,0.839166667
Moth,2005,Kharif     ,PUNJAB,300.0,300,566.7,35976.0,63.0,1.0
Peas & beans (Pulses),2005,Rabi       ,PUNJAB,3500.0,4000,566.7,419720.0,735.0,0.987
Rapeseed &Mustard,2005,Rabi       ,PUNJAB,49000.0,54000,566.7,5876080.0,10290.0,1.184705882
Rice,2005,Kharif     ,PUNJAB,2642000.0,10193000,566.7,316828640.0,554820.0,3.820588235
Sesamum,2005,Kharif     ,PUNJAB,11300.0,4000,566.7,1355096.0,2373.0,0.468333333
Sugarcane,2005,Whole Year ,PUNJAB,85000.0,5241000,566.7,10193200.0,17850.0,64.525
Urad,2005,Kharif     ,PUNJAB,2800.0,1500,566.7,335776.0,588.0,0.666666667
Wheat,2005,Rabi       ,PUNJAB,3468000.0,14493000,566.7,415882560.0,728280.0,4.145294118
Arhar/Tur,2005,Kharif     ,UTTARAKHAND,1612.0,880,1353.3,193311.04,338.52,0.59
Barley,2005,Rabi       ,UTTARAKHAND,23420.0,16754,1353.3,2808526.4,4918.2,0.845384615
Garlic,2005,Whole Year ,UTTARAKHAND,2222.0,20330,1353.3,266462.24,466.62,9.173636364
Gram,2005,Rabi       ,UTTARAKHAND,904.0,631,1353.3,108407.68,189.84,0.628
Groundnut,2005,Kharif     ,UTTARAKHAND,1692.0,1645,1353.3,202904.64,355.32,0.973333333
Horse-gram,2005,Kharif     ,UTTARAKHAND,8571.0,5116,1353.3,1027834.32,1799.91,0.637272727
Jowar,2005,Kharif     ,UTTARAKHAND,3.0,2,1353.3,359.76,0.63,0.67
Linseed,2005,Rabi       ,UTTARAKHAND,14.0,5,1353.3,1678.88,2.94,0.36
Maize,2005,Kharif     ,UTTARAKHAND,31372.0,39735,1353.3,3762130.24,6588.12,1.142307692
Maize,2005,Summer     ,UTTARAKHAND,89.0,182,1353.3,10672.88,18.69,1.9875
Masoor,2005,Rabi       ,UTTARAKHAND,12972.0,6422,1353.3,1555602.24,2724.12,0.475384615
Moong(Green Gram),2005,Kharif     ,UTTARAKHAND,1.0,0,1353.3,119.92,0.21,0.0
Moong(Green Gram),2005,Summer     ,UTTARAKHAND,15.0,7,1353.3,1798.8,3.15,0.47
Moth,2005,Kharif     ,UTTARAKHAND,9.0,3,1353.3,1079.28,1.89,0.33
Onion,2005,Whole Year ,UTTARAKHAND,1996.0,26694,1353.3,239360.32,419.16,12.83076923
Other  Rabi pulses,2005,Rabi       ,UTTARAKHAND,30.0,17,1353.3,3597.6,6.3,0.5575
Other Cereals,2005,Kharif     ,UTTARAKHAND,75076.0,80387,1353.3,9003113.92,15765.96,1.015454545
Other Cereals,2005,Rabi       ,UTTARAKHAND,661.0,675,1353.3,79267.12,138.81,1.185714286
Other Kharif pulses,2005,Kharif     ,UTTARAKHAND,12440.0,7235,1353.3,1491804.8,2612.4,0.583333333
Peas & beans (Pulses),2005,Rabi       ,UTTARAKHAND,3837.0,2628,1353.3,460133.04,805.77,0.650769231
Potato,2005,Whole Year ,UTTARAKHAND,15736.0,243492,1353.3,1887061.12,3304.56,15.04615385
Ragi,2005,Kharif     ,UTTARAKHAND,124379.0,156720,1353.3,14915529.68,26119.59,1.38
Rapeseed &Mustard,2005,Rabi       ,UTTARAKHAND,15639.0,10070,1353.3,1875428.88,3284.19,0.562307692
Rice,2005,Kharif     ,UTTARAKHAND,275459.0,526520,1353.3,33033043.28,57846.39,1.62
Rice,2005,Summer     ,UTTARAKHAND,8971.0,42646,1353.3,1075802.32,1883.91,3.89
Sesamum,2005,Kharif     ,UTTARAKHAND,2164.0,547,1353.3,259506.88,454.44,0.248461538
Soyabean,2005,Kharif     ,UTTARAKHAND,12885.0,15860,1353.3,1545169.2,2705.85,0.858181818
Sugarcane,2005,Whole Year ,UTTARAKHAND,107748.0,6635715,1353.3,12921140.16,22627.08,61.53333333
Sunflower,2005,Kharif     ,UTTARAKHAND,119.0,142,1353.3,14270.48,24.99,1.05
Tobacco,2005,Whole Year ,UTTARAKHAND,26.0,97,1353.3,3117.92,5.46,3.833333333
Urad,2005,Kharif     ,UTTARAKHAND,10688.0,5771,1353.3,1281704.96,2244.48,0.550769231
Urad,2005,Summer     ,UTTARAKHAND,399.0,101,1353.3,47848.08,83.79,0.25
Wheat,2005,Rabi       ,UTTARAKHAND,379237.0,642216,1353.3,45478101.04,79639.77,1.353076923
other oilseeds,2005,Kharif     ,UTTARAKHAND,1306.0,609,1353.3,156615.52,274.26,0.45
other oilseeds,2005,Rabi       ,UTTARAKHAND,184.0,156,1353.3,22065.28,38.64,0.635
Arhar/Tur,2005,Rabi       ,JHARKHAND,14217.46,17991,965.2,1704957.803,2985.6666,1.269285714
Gram,2005,Rabi       ,JHARKHAND,14375.26,9596,965.2,1723881.179,3018.8046,0.753809524
Maize,2005,Autumn     ,JHARKHAND,74754.36,77410,965.2,8964542.851,15698.4156,1.040909091
Masoor,2005,Rabi       ,JHARKHAND,2834.21,1353,965.2,339878.4632,595.1841,0.4725
Onion,2005,Rabi       ,JHARKHAND,1724.12,18805,965.2,206756.4704,362.0652,11.6
Potato,2005,Rabi       ,JHARKHAND,13345.34,108900,965.2,1600373.173,2802.5214,7.759333333
Potato,2005,Winter     ,JHARKHAND,16504.2,113257,965.2,1979183.664,3465.882,7.148333333
Ragi,2005,Autumn     ,JHARKHAND,27846.26,23278,965.2,3339323.499,5847.7146,0.82125
Rapeseed &Mustard,2005,Rabi       ,JHARKHAND,5989.03,4058,965.2,718204.4776,1257.6963,0.665555556
Rice,2005,Autumn     ,JHARKHAND,149362.86,77860,965.2,17911594.17,31366.2006,0.557857143
Rice,2005,Winter     ,JHARKHAND,954735.25,536165,965.2,114491851.2,200494.4025,0.531363636
Sugarcane,2005,Whole Year ,JHARKHAND,130.68,538,965.2,15671.1456,27.4428,4.12
Wheat,2005,Rabi       ,JHARKHAND,50326.23,51263,965.2,6035121.502,10568.5083,1.023636364
Arhar/Tur,2006,Kharif     ,BIHAR,35631.0,44278,1052.8,4550435.01,7838.82,1.1325
Bajra,2006,Kharif     ,BIHAR,4106.0,4417,1052.8,524377.26,903.32,1.049
Barley,2006,Rabi       ,BIHAR,18663.0,19921,1052.8,2383451.73,4105.86,1.116666667
Gram,2006,Rabi       ,BIHAR,64279.0,54181,1052.8,8209071.09,14141.38,0.845666667
Jowar,2006,Kharif     ,BIHAR,3397.0,3507,1052.8,433830.87,747.34,1.04
Jute,2006,Kharif     ,BIHAR,132914.0,1356624,1052.8,16974446.94,29241.08,10.92642857
Khesari,2006,Rabi       ,BIHAR,101692.0,80253,1052.8,12987085.32,22372.24,0.788648649
Linseed,2006,Rabi       ,BIHAR,28591.0,24276,1052.8,3651356.61,6290.02,0.844054054
Maize,2006,Kharif     ,BIHAR,259494.0,397591,1052.8,33139978.74,57088.68,1.558918919
Maize,2006,Rabi       ,BIHAR,206084.0,744274,1052.8,26318987.64,45338.48,3.231944444
Maize,2006,Summer     ,BIHAR,175637.0,614084,1052.8,22430601.27,38640.14,3.389444444
Masoor,2006,Rabi       ,BIHAR,167871.0,121853,1052.8,21438805.41,36931.62,0.68972973
Mesta,2006,Kharif     ,BIHAR,18178.0,155075,1052.8,2321512.38,3999.16,7.761428571
Moong(Green Gram),2006,Kharif     ,BIHAR,6987.0,4067,1052.8,892309.77,1537.14,0.604516129
Moong(Green Gram),2006,Summer     ,BIHAR,168647.0,88675,1052.8,21537908.37,37102.34,0.548285714
Peas & beans (Pulses),2006,Rabi       ,BIHAR,23662.0,22002,1052.8,3021874.02,5205.64,0.93
Ragi,2006,Kharif     ,BIHAR,14328.0,12452,1052.8,1829828.88,3152.16,0.806333333
Rapeseed &Mustard,2006,Rabi       ,BIHAR,86941.0,89405,1052.8,11103235.11,19127.02,0.982432432
Rice,2006,Autumn     ,BIHAR,517983.0,530242,1052.8,66151608.93,113956.26,0.962413793
Rice,2006,Summer     ,BIHAR,109436.0,163989,1052.8,13976071.56,24075.92,1.45173913
Rice,2006,Winter     ,BIHAR,2736591.0,4333716,1052.8,349490036.6,602050.02,1.482702703
Sannhamp,2006,Kharif     ,BIHAR,3207.0,2637,1052.8,409565.97,705.54,0.770740741
Sesamum,2006,Kharif     ,BIHAR,3522.0,2732,1052.8,449794.62,774.84,0.774
Sunflower,2006,Rabi       ,BIHAR,22828.0,30506,1052.8,2915363.88,5022.16,1.361538462
Urad,2006,Kharif     ,BIHAR,25479.0,19796,1052.8,3253923.09,5605.38,0.769411765
Wheat,2006,Rabi       ,BIHAR,2076727.0,4155541,1052.8,265218805.2,456879.94,1.924324324
Arhar/Tur,2006,Kharif     ,CHHATTISGARH,53835.0,22890,1317.2,6875267.85,11843.7,0.359444444
Bajra,2006,Kharif     ,CHHATTISGARH,71.0,34,1317.2,9067.41,15.62,0.66
Bajra,2006,Whole Year ,CHHATTISGARH,307.0,12394,1317.2,39206.97,67.54,33.11285714
Barley,2006,Rabi       ,CHHATTISGARH,3485.0,2842,1317.2,445069.35,766.7,0.788571429
Castor seed,2006,Kharif     ,CHHATTISGARH,69.0,21,1317.2,8811.99,15.18,0.278571429
Coriander,2006,Whole Year ,CHHATTISGARH,3629.0,1014,1317.2,463459.59,798.38,0.250555556
Cotton(lint),2006,Kharif     ,CHHATTISGARH,97.0,164,1317.2,12387.87,21.34,1.506666667
Dry chillies,2006,Whole Year ,CHHATTISGARH,6246.0,2135,1317.2,797676.66,1374.12,0.319444444
Garlic,2006,Whole Year ,CHHATTISGARH,896.0,2626,1317.2,114428.16,197.12,3.061666667
Ginger,2006,Whole Year ,CHHATTISGARH,1888.0,2089,1317.2,241116.48,415.36,1.158125
Gram,2006,Rabi       ,CHHATTISGARH,231366.0,193493,1317.2,29547751.86,50900.52,0.756666667
Groundnut,2006,Kharif     ,CHHATTISGARH,33083.0,37698,1317.2,4225029.93,7278.26,1.545882353
Horse-gram,2006,Kharif     ,CHHATTISGARH,50346.0,15934,1317.2,6429687.66,11076.12,0.281666667
Horse-gram,2006,Rabi       ,CHHATTISGARH,2492.0,696,1317.2,318253.32,548.24,0.445384615
Jowar,2006,Kharif     ,CHHATTISGARH,5292.0,5206,1317.2,675841.32,1164.24,0.868235294
Jute,2006,Rabi       ,CHHATTISGARH,344.0,0,1317.2,43932.24,75.68,0.0
Khesari,2006,Rabi       ,CHHATTISGARH,425361.0,225224,1317.2,54322853.31,93579.42,0.537333333
Linseed,2006,Rabi       ,CHHATTISGARH,64627.0,16192,1317.2,8253514.17,14217.94,0.239375
Maize,2006,Kharif     ,CHHATTISGARH,100145.0,123489,1317.2,12789517.95,22031.9,1.048888889
Masoor,2006,Rabi       ,CHHATTISGARH,16871.0,5490,1317.2,2154595.41,3711.62,0.308666667
Mesta,2006,Kharif     ,CHHATTISGARH,1256.0,2424,1317.2,160403.76,276.32,1.834615385
Moong(Green Gram),2006,Kharif     ,CHHATTISGARH,9516.0,2699,1317.2,1215288.36,2093.52,0.241111111
Moong(Green Gram),2006,Rabi       ,CHHATTISGARH,6971.0,1635,1317.2,890266.41,1533.62,0.243571429
Niger seed,2006,Kharif     ,CHHATTISGARH,72788.0,12791,1317.2,9295755.48,16013.36,0.153125
Onion,2006,Whole Year ,CHHATTISGARH,4484.0,23106,1317.2,572651.64,986.48,6.496470588
Other  Rabi pulses,2006,Rabi       ,CHHATTISGARH,2728.0,412,1317.2,348392.88,600.16,0.279375
Other Kharif pulses,2006,Kharif     ,CHHATTISGARH,6487.0,1856,1317.2,828454.77,1427.14,0.267222222
Peas & beans (Pulses),2006,Rabi       ,CHHATTISGARH,16217.0,5789,1317.2,2071073.07,3567.74,0.324117647
Potato,2006,Kharif     ,CHHATTISGARH,1781.0,7189,1317.2,227451.51,391.82,6.25
Potato,2006,Rabi       ,CHHATTISGARH,9513.0,37815,1317.2,1214905.23,2092.86,4.25125
Ragi,2006,Kharif     ,CHHATTISGARH,9296.0,2576,1317.2,1187192.16,2045.12,0.233846154
Rapeseed &Mustard,2006,Rabi       ,CHHATTISGARH,54471.0,21764,1317.2,6956491.41,11983.62,0.341666667
Rice,2006,Kharif     ,CHHATTISGARH,3905319.0,5441525,1317.2,498748289.5,859170.18,1.247222222
Safflower,2006,Rabi       ,CHHATTISGARH,989.0,222,1317.2,126305.19,217.58,0.228888889
Sannhamp,2006,Whole Year ,CHHATTISGARH,1571.0,518,1317.2,200632.41,345.62,0.321764706
Sesamum,2006,Kharif     ,CHHATTISGARH,21335.0,6434,1317.2,2724692.85,4693.7,0.274444444
Small millets,2006,Kharif     ,CHHATTISGARH,200820.0,40745,1317.2,25646722.2,44180.4,1.076111111
Soyabean,2006,Kharif     ,CHHATTISGARH,64474.0,64166,1317.2,8233974.54,14184.28,1.00625
Sugarcane,2006,Whole Year ,CHHATTISGARH,7991.0,20316,1317.2,1020530.61,1758.02,2.463125
Sunflower,2006,Kharif     ,CHHATTISGARH,6493.0,2724,1317.2,829221.03,1428.46,5.02
Sweet potato,2006,Whole Year ,CHHATTISGARH,2683.0,15607,1317.2,342645.93,590.26,5.116666667
Tobacco,2006,Whole Year ,CHHATTISGARH,16.0,16,1317.2,2043.36,3.52,1.0
Turmeric,2006,Whole Year ,CHHATTISGARH,879.0,743,1317.2,112257.09,193.38,0.792222222
Urad,2006,Kharif     ,CHHATTISGARH,109009.0,33137,1317.2,13921539.39,23981.98,0.284444444
Urad,2006,Rabi       ,CHHATTISGARH,5444.0,1374,1317.2,695253.24,1197.68,0.327692308
Wheat,2006,Rabi       ,CHHATTISGARH,93213.0,93952,1317.2,11904232.23,20506.86,1.06
Arhar/Tur,2006,Kharif     ,HIMACHAL PRADESH,150.0,51,1207.0,19156.5,33.0,0.345
Bajra,2006,Kharif     ,HIMACHAL PRADESH,360.0,181,1207.0,45975.6,79.2,0.484
Barley,2006,Rabi       ,HIMACHAL PRADESH,24098.0,33865,1207.0,3077555.58,5301.56,1.398181818
Coriander,2006,Rabi       ,HIMACHAL PRADESH,144.0,30,1207.0,18390.24,31.68,0.27
Cotton(lint),2006,Kharif     ,HIMACHAL PRADESH,55.0,23,1207.0,7024.05,12.1,0.5325
Dry chillies,2006,Kharif     ,HIMACHAL PRADESH,623.0,158,1207.0,79563.33,137.06,0.293
Garlic,2006,Rabi       ,HIMACHAL PRADESH,2932.0,2490,1207.0,374445.72,645.04,1.043
Ginger,2006,Kharif     ,HIMACHAL PRADESH,2396.0,4194,1207.0,305993.16,527.12,1.842222222
Gram,2006,Rabi       ,HIMACHAL PRADESH,1328.0,1018,1207.0,169598.88,292.16,0.761111111
Groundnut,2006,Kharif     ,HIMACHAL PRADESH,105.0,80,1207.0,13409.55,23.1,0.905
Horse-gram,2006,Kharif     ,HIMACHAL PRADESH,2551.0,1337,1207.0,325788.21,561.22,0.484
Linseed,2006,Rabi       ,HIMACHAL PRADESH,1472.0,359,1207.0,187989.12,323.84,0.223333333
Maize,2006,Kharif     ,HIMACHAL PRADESH,299037.0,695376,1207.0,38190015.27,65788.14,2.363333333
Masoor,2006,Rabi       ,HIMACHAL PRADESH,727.0,397,1207.0,92845.17,159.94,0.696363636
Moong(Green Gram),2006,Kharif     ,HIMACHAL PRADESH,452.0,202,1207.0,57724.92,99.44,0.415555556
Moth,2006,Kharif     ,HIMACHAL PRADESH,12.0,3,1207.0,1532.52,2.64,0.155
Onion,2006,Rabi       ,HIMACHAL PRADESH,893.0,7617,1207.0,114045.03,196.46,8.546
Other  Rabi pulses,2006,Rabi       ,HIMACHAL PRADESH,727.0,397,1207.0,92845.17,159.94,0.696363636
Other Kharif pulses,2006,Kharif     ,HIMACHAL PRADESH,6217.0,3721,1207.0,793973.07,1367.74,0.901
Peas & beans (Pulses),2006,Rabi       ,HIMACHAL PRADESH,8170.0,16856,1207.0,1043390.7,1797.4,1.513
Potato,2006,Whole Year ,HIMACHAL PRADESH,12687.0,126701,1207.0,1620256.77,2791.14,10.05416667
Ragi,2006,Kharif     ,HIMACHAL PRADESH,2950.0,3158,1207.0,376744.5,649.0,0.94875
Rapeseed &Mustard,2006,Rabi       ,HIMACHAL PRADESH,8887.0,4506,1207.0,1134958.77,1955.14,0.523
Rice,2006,Kharif     ,HIMACHAL PRADESH,79206.0,123485,1207.0,10115398.26,17425.32,1.750909091
Sannhamp,2006,Kharif     ,HIMACHAL PRADESH,76.0,14,1207.0,9705.96,16.72,0.185
Sesamum,2006,Kharif     ,HIMACHAL PRADESH,3802.0,1708,1207.0,485553.42,836.44,0.412222222
Small millets,2006,Kharif     ,HIMACHAL PRADESH,7479.0,5083,1207.0,955143.09,1645.38,0.548571429
Soyabean,2006,Kharif     ,HIMACHAL PRADESH,638.0,1073,1207.0,81478.98,140.36,1.691428571
Sugarcane,2006,Whole Year ,HIMACHAL PRADESH,3019.0,59184,1207.0,385556.49,664.18,13.465
Turmeric,2006,Kharif     ,HIMACHAL PRADESH,187.0,99,1207.0,23881.77,41.14,0.504285714
Urad,2006,Kharif     ,HIMACHAL PRADESH,11459.0,5413,1207.0,1463428.89,2520.98,0.557272727
Wheat,2006,Rabi       ,HIMACHAL PRADESH,362245.0,596493,1207.0,46262308.95,79693.9,1.6375
Arhar/Tur,2006,Kharif     ,PUNJAB,7200.0,6700,569.6,919512.0,1584.0,0.973571429
Bajra,2006,Kharif     ,PUNJAB,6000.0,6000,569.6,766260.0,1320.0,1.0
Barley,2006,Rabi       ,PUNJAB,19000.0,64000,569.6,2426490.0,4180.0,3.3
Cotton(lint),2006,Kharif     ,PUNJAB,604000.0,2678000,569.6,77136840.0,132880.0,4.236
Gram,2006,Rabi       ,PUNJAB,3800.0,3800,569.6,485298.0,836.0,0.979166667
Groundnut,2006,Kharif     ,PUNJAB,4400.0,3800,569.6,561924.0,968.0,0.837142857
Guar seed,2006,Whole Year ,PUNJAB,20400.0,15800,569.6,2605284.0,4488.0,0.82
Jowar,2006,Kharif     ,PUNJAB,100.0,100,569.6,12771.0,22.0,1.0
Linseed,2006,Rabi       ,PUNJAB,200.0,100,569.6,25542.0,44.0,0.5
Maize,2006,Kharif     ,PUNJAB,154000.0,481000,569.6,19667340.0,33880.0,3.202307692
Masoor,2006,Rabi       ,PUNJAB,2100.0,800,569.6,268191.0,462.0,0.495
Moong(Green Gram),2006,Kharif     ,PUNJAB,12300.0,10700,569.6,1570833.0,2706.0,0.904545455
Moth,2006,Kharif     ,PUNJAB,100.0,100,569.6,12771.0,22.0,1.0
Peas & beans (Pulses),2006,Rabi       ,PUNJAB,3100.0,3600,569.6,395901.0,682.0,1.059090909
Rapeseed &Mustard,2006,Rabi       ,PUNJAB,41000.0,46000,569.6,5236110.0,9020.0,1.067222222
Rice,2006,Kharif     ,PUNJAB,2621000.0,10138000,569.6,334727910.0,576620.0,3.75
Sesamum,2006,Kharif     ,PUNJAB,9500.0,3200,569.6,1213245.0,2090.0,0.262727273
Urad,2006,Kharif     ,PUNJAB,3300.0,1400,569.6,421443.0,726.0,0.351666667
Wheat,2006,Rabi       ,PUNJAB,3467000.0,14596000,569.6,442770570.0,762740.0,4.148421053
Arhar/Tur,2006,Kharif     ,UTTARAKHAND,1827.0,995,1178.9,233326.17,401.94,0.666666667
Bajra,2006,Kharif     ,UTTARAKHAND,11.0,13,1178.9,1404.81,2.42,1.11
Barley,2006,Rabi       ,UTTARAKHAND,24080.0,27699,1178.9,3075256.8,5297.6,1.233846154
Garlic,2006,Whole Year ,UTTARAKHAND,2382.0,16735,1178.9,304205.22,524.04,5.73173913
Gram,2006,Rabi       ,UTTARAKHAND,877.0,674,1178.9,112001.67,192.94,0.589166667
Groundnut,2006,Kharif     ,UTTARAKHAND,1749.0,1888,1178.9,223364.79,384.78,1.008
Horse-gram,2006,Kharif     ,UTTARAKHAND,9523.0,6745,1178.9,1216182.33,2095.06,0.695454545
Linseed,2006,Rabi       ,UTTARAKHAND,40.0,15,1178.9,5108.4,8.8,0.38
Maize,2006,Kharif     ,UTTARAKHAND,27163.0,35850,1178.9,3468986.73,5975.86,1.138461538
Maize,2006,Rabi       ,UTTARAKHAND,81.0,131,1178.9,10344.51,17.82,1.626666667
Masoor,2006,Rabi       ,UTTARAKHAND,12677.0,5846,1178.9,1618979.67,2788.94,0.550769231
Moong(Green Gram),2006,Kharif     ,UTTARAKHAND,2.0,2,1178.9,255.42,0.44,1.0
Moong(Green Gram),2006,Rabi       ,UTTARAKHAND,30.0,13,1178.9,3831.3,6.6,0.43
Moth,2006,Kharif     ,UTTARAKHAND,10.0,3,1178.9,1277.1,2.2,0.3
Onion,2006,Whole Year ,UTTARAKHAND,2116.0,11886,1178.9,270234.36,465.52,6.464615385
Other  Rabi pulses,2006,Rabi       ,UTTARAKHAND,50.0,18,1178.9,6385.5,11.0,0.298333333
Other Cereals,2006,Kharif     ,UTTARAKHAND,4615.0,1971,1178.9,589381.65,1015.3,0.43625
Other Cereals,2006,Rabi       ,UTTARAKHAND,682.0,407,1178.9,87098.22,150.04,0.51
Other Kharif pulses,2006,Kharif     ,UTTARAKHAND,12863.0,7757,1178.9,1642733.73,2829.86,0.631818182
Peas & beans (Pulses),2006,Rabi       ,UTTARAKHAND,5003.0,4902,1178.9,638933.13,1100.66,0.772307692
Potato,2006,Kharif     ,UTTARAKHAND,8274.0,83792,1178.9,1056672.54,1820.28,9.942727273
Potato,2006,Rabi       ,UTTARAKHAND,7099.0,77930,1178.9,906613.29,1561.78,9.773846154
Ragi,2006,Kharif     ,UTTARAKHAND,125640.0,171181,1178.9,16045484.4,27640.8,1.390909091
Rapeseed &Mustard,2006,Rabi       ,UTTARAKHAND,13480.0,7582,1178.9,1721530.8,2965.6,0.453846154
Rice,2006,Kharif     ,UTTARAKHAND,273662.0,540128,1178.9,34949374.02,60205.64,1.645384615
Rice,2006,Rabi       ,UTTARAKHAND,9923.0,31208,1178.9,1267266.33,2183.06,3.145
Sesamum,2006,Kharif     ,UTTARAKHAND,1799.0,431,1178.9,229750.29,395.78,0.233076923
Small millets,2006,Kharif     ,UTTARAKHAND,71050.0,84239,1178.9,9073795.5,15631.0,1.161818182
Soyabean,2006,Kharif     ,UTTARAKHAND,9327.0,12329,1178.9,1191151.17,2051.94,0.994166667
Sugarcane,2006,Whole Year ,UTTARAKHAND,118869.0,7267238,1178.9,15180759.99,26151.18,61.44
Sunflower,2006,Kharif     ,UTTARAKHAND,47.0,57,1178.9,6002.37,10.34,1.23
Tobacco,2006,Whole Year ,UTTARAKHAND,13.0,44,1178.9,1660.23,2.86,2.857142857
Turmeric,2006,Whole Year ,UTTARAKHAND,207.0,475,1178.9,26435.97,45.54,1.915
Urad,2006,Kharif     ,UTTARAKHAND,10941.0,7023,1178.9,1397275.11,2407.02,0.634615385
Urad,2006,Rabi       ,UTTARAKHAND,335.0,211,1178.9,42782.85,73.7,0.63
Wheat,2006,Rabi       ,UTTARAKHAND,377870.0,796548,1178.9,48257777.7,83131.4,1.760769231
other oilseeds,2006,Kharif     ,UTTARAKHAND,831.0,451,1178.9,106127.01,182.82,0.587
other oilseeds,2006,Rabi       ,UTTARAKHAND,1035.0,540,1178.9,132179.85,227.7,0.336666667
Arhar/Tur,2006,Rabi       ,JHARKHAND,15909.83,20344,1465.1,2031844.389,3500.1626,1.448636364
Gram,2006,Rabi       ,JHARKHAND,14224.57,10445,1465.1,1816619.835,3129.4054,0.758636364
Maize,2006,Autumn     ,JHARKHAND,75712.78,116029,1465.1,9669279.134,16656.8116,1.457272727
Masoor,2006,Rabi       ,JHARKHAND,4190.51,2518,1465.1,535170.0321,921.9122,0.493571429
Onion,2006,Rabi       ,JHARKHAND,2914.72,16719,1465.1,372238.8912,641.2384,5.84
Potato,2006,Rabi       ,JHARKHAND,13341.72,108295,1465.1,1703871.061,2935.1784,8.043636364
Potato,2006,Winter     ,JHARKHAND,20693.26,157358,1465.1,2642736.235,4552.5172,7.690909091
Ragi,2006,Autumn     ,JHARKHAND,32829.89,25216,1465.1,4192705.252,7222.5758,0.827727273
Rapeseed &Mustard,2006,Rabi       ,JHARKHAND,17701.5,11787,1465.1,2260658.565,3894.33,0.655714286
